Fighter_one,Fighter_two,Opening_Odds_f1,Closing_Odds_f1,Average_Odds_f1,Opening_Odds_f2,Closing_Odds_f2,Average_Odds_f2,Event,Date,duplicates
Jon Madsen,Justin Wren,+265,+260,+300,-325,-500,-325,UFC: The Ultimate Fighter 10 Finale,Dec 5th 2009,+-002335JJMWadeeinnnnorsstu
Mark Madsen,Thibauld Larchet,NaN,NaN,NaN,NaN,NaN,NaN,Cage Warriors 103,Mar 9th 2019,LMMNNNNTaaaaaabcddeehhiklnrrstu
Mark Madsen,Wolfgang Wallner,-505,-600,-570,+335,+400,+430,European MMA 6,Sep 26th 2013,+-003457MMWWaaaadeefggklllnnnorrs
Yoshiro Maeda,Hideo Tokoro,-205,-240,-200,+165,+160,+190,DREAM: Fight for Japan,May 29th 2011,+-000129HMTYaaddeehiikoooooorrs
Yoshiro Maeda,Kenji Osawa,-275,-280,-275,+215,+200,+215,DREAM 14,May 29th 2010,+-122557KMOYaaaadeehiijnoorssw
Yoshiro Maeda,Micah Miller,-160,-155,-130,+130,+100,+125,DREAM 7,Mar 8th 2009,+-011235MMMYaaacdeehhiiilloorrs
Yoshiro Maeda,Rani Yahya,-105,-140,-115,-125,-115,+110,WEC 36: Faber vs Brown,Nov 5th 2008,+-011115MRYYaaaaadehhiinoorsy
Yoshiro Maeda,Miguel Torres,+300,+325,+450,-370,-650,-471,WEC 34: Faber vs Pulver,Jun 1st 2008,+-014457MMTYaadeeeghiilooorrrssu
Yoshiro Maeda,Charlie Valencia,-115,+110,+130,-115,-160,-128,WEC 32,Feb 13th 2008,+-011238CMVYaaaaacdeeehhiiillnoorrs
Leonardo Mafra,Stevie Ray,+150,+167,+191,-190,-235,-205,UFC Fight Night 72: Bisping vs. Leites,Jul 18th 2015,+-011259LMRSaaaadeeefinoorrtvy
Leonardo Mafra,Rick Story,+260,+255,+300,-380,-400,-300,UFC Fight Night 45: Cerrone vs. Miller,Jul 16th 2014,+-000033LMRSaaacdefiknooorrrty
Vinny Magalhaes,Rashid Yusupov,+155,+150,+170,-185,-208,-181,"PFL 2019, Playoffs 3",Oct 31st 2019,+-011178MRVYaaaadeghhiilnnopsssuuvy
Vinny Magalhaes,Rakim Cleveland,-330,-300,-285,+270,+200,+250,"PFL 2019, Week 6",Aug 8th 2019,+-022558CMRVaaaaadeeeghiiklllmnnnsvy
Vinny Magalhaes,Emiliano Sordi,-420,-650,-582,+300,+400,+475,PFL 2019: Week 3,Jun 6th 2019,+-245578EMSVaaaadeghiiiillmnnnoorsy
Vinny Magalhaes,Sean O'Connell,-385,-588,-460,+265,+325,+415,PFL 11: The Championship,Dec 31st 2018,'+-014456CMOSVaaaaeeeghilllnnnnnosy
Vinny Magalhaes,Rakim Cleveland,-475,-1340,-800,+325,+575,+740,PFL 9: Playoffs,Oct 13th 2018,+-000478CMRVaaaaadeeeghiiklllmnnnsvy
Vinny Magalhaes,Jamie Abdallah,NaN,NaN,NaN,NaN,NaN,NaN,PFL 2: Firmino vs. Brooks,Jun 21st 2018,AJMNNNNVaaaaaaaabdeeghhiilllmnnsy
Vinny Magalhaes,Karol Celinski,-350,-330,-315,+250,+265,+279,ACB 63: Celinski vs Magalhaes,Jul 1st 2017,+-123579CKMVaaaaeeghiiiklllnnnorssy
Vinny Magalhaes,Jake Heun,-350,-265,-230,+250,+185,+211,WSOF 30: Branch vs. Starks,Apr 2nd 2016,+-011223HJMVaaaaeeeghiklnnnsuy
Vinny Magalhaes,Anthony Perosh,-275,-600,-500,+215,+330,+435,UFC 163: Aldo vs. Jung,Aug 3rd 2013,+-003455AMPVaaaeeghhhilnnnnoorsstyy
Vinny Magalhaes,Igor Pokrajac,+155,+125,+147,-205,-170,-155,UFC 152: Jones vs. Belfort,Sep 22nd 2012,+-114557IMPVaaaaacegghijklnnoorrsy
Vinny Magalhaes,Mikhail Zayats,-335,-520,-450,+245,+350,+401,M-1 Challenge 27: Garner vs. Grishin,Oct 14th 2011,+-001445MMVZaaaaaaeghhiiikllnnsstyy
Vinny Magalhaes,Victor Nemkov,NaN,NaN,NaN,NaN,NaN,NaN,M-1 Challenge XXV: Zavurov vs. Magomedov II,Apr 28th 2011,MNNNNNVVaaaaaceeghiiklmnnoorstvy
Vinny Magalhaes,Mike Nickels,NaN,NaN,NaN,NaN,NaN,NaN,Ring Of Fire 36,Dec 4th 2009,MMNNNNNVaaaaaceeeghiiikkllnnssy
Vinny Magalhaes,Eliot Marshall,-115,-145,-140,-115,+110,+125,UFC 97: Redemption,Apr 18th 2009,+-011245EMMVaaaaaeghhiillllnnorssty
Caio Magalhaes,Eric Spicely,NaN,NaN,NaN,NaN,NaN,NaN,CES MMA 55: Wells vs. De Jesus,Mar 29th 2019,CEMNNNNSaaaaaacceeghiiilloprsy
Caio Magalhaes,Sadibou Sy,-265,-140,-134,+185,+100,+106,PFL 7: Rama vs. Abdallah,Aug 30th 2018,+-011346CMSSaaaaabdeghiiloosuy
Caio Magalhaes,Brad Tavares,+160,+150,+190,-210,-235,-189,UFC 203: Miocic vs. Overeem,Sep 10th 2016,+-011899BCMTaaaaaaadeeghilorrssv
Caio Magalhaes,Josh Samman,-165,-135,-110,+125,-110,+105,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,Jul 12th 2015,+-001115CJMSaaaaaaeghhilmmnooss
Caio Magalhaes,Trevor Smith,-175,-290,-255,+135,+207,+255,UFC Fight Night 56: Shogun vs. St. Preux,Nov 8th 2014,+-225555CMSTaaaaeeghhiilmoorrstv
Caio Magalhaes,Luke Zachrich,-280,-357,-285,+200,+235,+286,UFC on FOX 11: Werdum vs. Browne,Apr 19th 2014,+-225688CLMZaaaaacceeghhhiiklorsu
Caio Magalhaes,Nick Ring,+210,+145,+185,-270,-225,-175,UFC Fight Night 33: Hunt vs. Bigfoot,Dec 6th 2013,+-115578CMNRaaaacegghiiiklnos
Caio Magalhaes,Karlos Vemola,+145,-105,+116,-185,-140,-125,UFC on FUEL TV 10: Nogueira vs. Werdum 2,Jun 8th 2013,+-111256CKMVaaaaaaeeghilllmooorss
Caio Magalhaes,Buddy Roberts,+105,+100,+120,-135,-145,-129,UFC on FX 3: Johnson vs. McCall,Jun 8th 2012,+-011229BCMRaaaabddeeghiloorsstuy
Bernardo Magalhaes,Henry Martinez,+110,+170,+227,-140,-295,-220,UFC on FX 3: Johnson vs. McCall,Jun 8th 2012,+-022227BHMMaaaaadeeeeghilnnnorrrrstyz
Bernardo Magalhaes,Tim Means,-250,-135,-125,+190,-105,+118,UFC on FUEL TV 1: Ellenberger vs. Sanchez,Feb 15th 2012,+-111258BMMTaaaaadeeeghilmnnorrss
Angela Magana,Kanako Murata,NaN,NaN,NaN,NaN,NaN,NaN,Rizin FF 12,Aug 12th 2018,AKMMNNNNaaaaaaaaaaeggklnnnortu
Angela Magana,Michelle Waterson,+335,+475,+702,-505,-1000,-700,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,Jul 12th 2015,+-000277AMMWaaaaaceeeegghilllnnnorst
Angela Magana,Tecia Torres,+400,+500,+595,-600,-833,-700,UFC: The Ultimate Fighter 20 Finale,Dec 12th 2014,+-005579AMTTaaaaaceeeggilnnorrs
Angela Magana,Stephanie Eggink,+100,-120,-114,-140,-120,-114,XFC 25: Boiling Point,Sep 6th 2013,--111144AEMSaaaaaeeegggghiiklnnnnpt
Neil Magny,Anthony Rocco Martin,-150,-155,-140,+130,+110,+138,UFC 250: Nunes vs. Spencer,Jun 6th 2020,+-011348AMMNRaacceghiilnnnnooorttyy
Neil Magny,Li Jingliang,+210,+130,+158,-270,-195,-165,UFC 248: Adesanya vs. Romero,Mar 7th 2020,+-115568JLMNaaegggiiiillnnny
Neil Magny,Santiago Ponzinibbio,-210,+165,+190,+160,-235,-205,UFC Fight Night 140: Magny vs. Ponzinibbio,Nov 17th 2018,+-001259MNPSaaabbeggiiiiilnnnnoootyz
Neil Magny,Craig White,-380,-775,-575,+260,+390,+559,UFC Fight Night 130: Thompson vs. Till,May 27th 2018,+-555579CMNWaaeegghiiilnrty
Neil Magny,Erick Silva,+110,+155,+185,-150,-235,-185,UFC Fight Night 74: Holloway vs. Oliveira,Aug 23rd 2015,+-115588EMNSaacegiiikllnrvy
Neil Magny,Demian Maia,+150,+160,+210,-190,-260,-195,UFC 190: Rousey vs. Correia,Aug 1st 2015,+-011259DMMNaaaaeegiiilmnny
Neil Magny,William Macario,-215,-280,-200,+165,+180,+217,UFC 179: Aldo vs. Mendes II,Oct 25th 2014,+-001227MMNWaaaacegiiiilllmnory
Neil Magny,Rodrigo Goiana de Lima,-270,-310,-270,+190,+225,+260,UFC Fight Night 43: Te Huna vs. Marquardt,Jun 28th 2014,+-002267GLMNRaaaaddeeggiiiilmnnooory
Neil Magny,Tim Means,+145,+200,+285,-185,-340,-278,UFC Fight Night 40: Brown vs. Silva,May 10th 2014,+-225788MMNTaaeegiilmnnsy
Neil Magny,Gasan Umalatov,+125,+120,+165,-165,-217,-145,UFC 169: Barao vs. Faber,Feb 1st 2014,+-114556GMNUaaaaaegillmnnostvy
Neil Magny,Sergio Moraes,+170,+100,+151,-230,-175,-139,UFC 163: Aldo vs. Jung,Aug 3rd 2013,+-111359MMNSaaeeeggiilnoorrsy
Neil Magny,Jon Manley,-145,-175,-145,+105,+120,+135,UFC 157: Rousey vs. Carmouche,Feb 23rd 2013,+-113455JMMNaaeegillnnnoyy
Ibragim Chuzhigaev,Igor Svirid,-420,-350,-300,+300,+210,+273,ACB 80: Burrell vs. Tumenov,Feb 16th 2018,+-002337CIISaabdeggghhiiiimorrruvvz
Ibragim Chuzhigaev,Will Noland,-160,-240,-230,+120,+173,+183,ACB 70,Sep 23rd 2017,+-012338CINWaaabdegghhiiilllmnoruvz
Rashid Magomedov,Akhmed Aliev,-165,-160,-145,+125,+115,+130,"PFL 2019, Playoffs 2",Oct 17th 2019,+-011345AAMRaadddeeeghhiiklmmoosvv
Rashid Magomedov,Nate Andrews,-620,-726,-485,+410,+385,+450,"PFL 2019, Week 5",Jul 25th 2019,+-044558AMNRaaadddeeeghimnoorsstvw
Rashid Magomedov,Loik Radzhabov,-565,-950,-450,+375,+300,+575,PFL 2019: Week 2,May 23rd 2019,+-045557LMRRaaaabdddeghhiikmoooosvvz
Rashid Magomedov,Natan Schulte,-750,-285,-200,+450,+170,+221,PFL 11: The Championship,Dec 31st 2018,+-001222MNRSaaaacddeeghhilmnoosttuv
Rashid Magomedov,Will Brooks,-210,-115,+105,+160,-135,-111,PFL 9: Playoffs,Oct 13th 2018,+-011115BMRWaaddeghiikllmoooorssv
Rashid Magomedov,Elias Silverio,-125,-153,-120,-115,+100,+120,UFC Fight Night 58: Machida vs. Dollaway,Dec 20th 2014,+-001122EMRSaaaddeeghiiiillmooorssvv
Rashid Magomedov,Tony Martin,-210,-294,-140,+160,+110,+220,UFC 169: Barao vs. Faber,Feb 1st 2014,+-001224MMRTaaaddeghiimnnooorstvy
Rashid Magomedov,Shamil Zavurov,NaN,NaN,NaN,NaN,NaN,NaN,M-1 Challenge XXV: Zavurov vs. Magomedov II,Apr 28th 2011,MNNNNRSZaaaaaaddeghhiilmmooorsuvvv
Ruslan Magomedov,Viktor Pesta,-215,-230,-170,+165,+150,+185,UFC Fight Night 41: Munoz vs. Mousasi,May 31st 2014,+-011578MPRVaaadeegiklmnooorssttuv
Zabit Magomedsharipov,Jeremy Stephens,-300,-330,-278,+220,+210,+270,UFC 235: Jones vs. Smith,Mar 2nd 2019,+-022778JMSZaaabdeeeeeghhiimmnoopprrssttvy
Zabit Magomedsharipov,Sheymon Moraes,-405,-650,-450,+285,+350,+450,UFC Fight Night 122: Bisping vs. Gastelum,Nov 25th 2017,+-004455MMSZaaaabdeeeghhiimmnooooprrsstvy
Zabit Magomedsharipov,Mike Santiago,-400,-462,-366,+280,+285,+345,UFC Fight Night 115: Volkov vs. Struve,Sep 2nd 2017,+-334566MMSZaaaaabdeegghiiiikmnoooprsttv
John Maguire,Brad Wheeler,NaN,NaN,NaN,NaN,NaN,NaN,Cage Warriors 102: Robertsen vs. Webb,Mar 2nd 2019,BJMNNNNWaaaadeeeeghhilnorrru
John Maguire,Tommy Depret,-265,-265,-250,+185,+175,+197,Cage Warriors 89: Amoussou vs. Steele,Nov 25th 2017,+-012579DJMTaeeeghimmnooprrtuy
John Maguire,Borys Mankowski,+265,+275,+308,-385,-410,-392,KSW 37: Circus Of Pain,Dec 3rd 2016,+-023389BJMMaaeghiikknnooorrssuwy
John Maguire,Brad Wheeler,-180,+100,+106,+140,-140,-134,Cage Warriors 74: Dalby vs. Bahari,Nov 15th 2014,+-011346BJMWaadeeeeghhilnorrru
John Maguire,Saul Rogers,-230,-260,-248,+170,+180,+192,Cage Warriors 65: Maguire vs. Rogers,Mar 1st 2014,+-122489JMRSaaeegghilnoorrsuu
John Maguire,Philip Mulpeter,-170,-265,-253,+130,+185,+197,Cage Warriors 63: Ray vs. Buchinger,Dec 31st 2013,+-123579JMMPaeeeghhiiillnopprrtuu
John Maguire,Matt Riddle,+170,+165,+201,-220,-260,-220,UFC 154: St-Pierre vs. Condit,Nov 17th 2012,+-001222JMMRaaddeeghiilnorttu
Michelle Nicolini,Angela Lee,NaN,NaN,NaN,NaN,NaN,NaN,ONE Championship 98: Masters of Destiny,Jul 12th 2019,ALMNNNNNaaacceeeeeghiiiillllnno
Michelle Nicolini,Tiffany Teo,NaN,NaN,NaN,NaN,NaN,NaN,ONE Championship 83: Heart of the Lion,Nov 9th 2018,MNNNNNTTaaacceeeffhiiiiilllnnooy
Michelle Nicolini,Iryna Kyselova,NaN,NaN,NaN,NaN,NaN,NaN,ONE Championship 69: Visions of Victory,Mar 9th 2018,IKMNNNNNaaaacceeehiiiillllnnoorsvyy
Michelle Nicolini,Irina Mazepa,NaN,NaN,NaN,NaN,NaN,NaN,ONE Championship 54: Kings of Destiny,Apr 21st 2017,IMMNNNNNaaaaacceeehiiiiilllnnoprz
Michelle Nicolini,Mona Samir,NaN,NaN,NaN,NaN,NaN,NaN,ONE Championship 49: Defending Honor,Nov 11th 2016,MMNNNNNSaaaacceehiiiiilllmnnoor
Bill Mahood,Bobby Southworth,+175,+185,+205,-215,-265,-225,Strikeforce At The Mansion,Sep 29th 2007,+-022255BBMSabbdhhhillooooorttuwy
Klayton Mai,Roberto Sanchez,-105,+105,+111,-135,-145,-139,LFA 7: Mai vs. Sanchez,Mar 24th 2017,+-111139KMRSaaabceehilnnooorttyz
Klayton Mai,Matt Schnell,-185,-155,-149,+145,+115,+121,Legacy FC 52: Schnell vs. Mai,Mar 25th 2016,+-111249KMMSaaacehilllnnottty
Klayton Mai,Xavier Siller,NaN,NaN,NaN,NaN,NaN,NaN,Bellator 135: Warren vs. Galvao,Mar 27th 2015,KMNNNNSXaaaaaeeiiilllnorrtvy
Klayton Mai,Matt Schnell,+170,-160,-154,-230,+120,+126,Legacy FC 32: Almeida vs. Machado,Jun 20th 2014,+-112456KMMSaaacehilllnnottty
Klayton Mai,Matthew Lozano,NaN,NaN,NaN,NaN,NaN,NaN,Legacy FC 24: Feist vs. Ferreira,Oct 11th 2013,KLMMNNNNaaaaaaehilnnoootttwyz
Klayton Mai,Alex Russ,NaN,NaN,NaN,NaN,NaN,NaN,Legacy Fighting Championship 16,Dec 14th 2012,AKMNNNNRaaaaeillnosstuxy
Demian Maia,Anthony Rocco Martin,-195,-205,-175,+155,+140,+169,UFC on ESPN 3: Ngannou vs. Dos Santos,Jun 29th 2019,+-115679ADMMRaaaaccehiiimnnnnooortty
Demian Maia,Kamaru Usman,+135,+350,+431,-175,-588,-495,UFC Fight Night 129: Maia vs. Usman,May 19th 2018,+-134459DKMUaaaaaaeiimmmnnrsu
Demian Maia,Tyron Woodley,+160,+170,+200,-210,-245,-214,UFC 214: Cormier vs. Jones 2,Jul 29th 2017,+-001224DMTWaaadeeiilmnnoooryy
Demian Maia,Jorge Masvidal,-175,-145,-112,+135,-105,+115,UFC 211: Miocic vs. Dos Santos 2,May 13th 2017,+-111125DJMMaaaaadeegiiilmnorsv
Demian Maia,Gunnar Nelson,-120,-115,+115,-120,-145,-115,UFC 194: Aldo vs. McGregor,Dec 12th 2015,+-111155DGMNaaaaeeiilmnnnnorsu
Demian Maia,Alexander Yakovlev,-420,-500,-455,+300,+325,+405,UFC: The Ultimate Fighter Brazil 3 Finale,May 31st 2014,+-044555ADMYaaaaadeeeeiikllmnnorvvx
Demian Maia,Jake Shields,-245,-370,-333,+175,+225,+305,UFC Fight Night 29: Maia vs. Shields,Oct 9th 2013,+-033335DJMSaaaadeeehiiiklmns
Demian Maia,Rick Story,-125,-135,-115,-105,-105,+105,UFC 153: Silva vs. Bonnar,Oct 13th 2012,+-011155DMRSaaaceiiikmnorty
Demian Maia,Chris Weidman,+255,+105,+142,-335,-156,-145,UFC on FOX 2,Jan 28th 2012,+-112445CDMWaaaadeehiiiimmnnrs
Demian Maia,Jorge Santiago,-235,-357,-290,+185,+225,+275,UFC 136: Edgar vs. Maynard 3,Oct 8th 2011,+-022579DJMSaaaaaeeggiiimnnoort
Demian Maia,Mark Munoz,-210,-111,+171,+160,-190,-120,UFC 131: Carwin vs. Dos Santos,Jun 11th 2011,+-011127DMMMaaaaeiikmnnoruz
Demian Maia,Mario Miranda,-400,-260,-205,+280,+165,+200,UFC 118: Edgar vs. Penn 2,Aug 28th 2010,+-000225DMMMaaaaaadeiiiimnnorr
Demian Maia,Anderson Silva,+325,+450,+600,-425,-1100,-650,UFC 112: Invincible,Apr 10th 2010,+-000566ADMSaaaadeeiiilmnnnorsv
Demian Maia,Dan Miller,-250,-500,-271,+200,+211,+305,UFC 109: Relentless,Feb 6th 2010,+-012357DDMMaaaaeeiiillmnnr
Demian Maia,Nate Marquardt,+135,+130,+175,-165,-215,-175,UFC 102: Couture vs Nogueira,Aug 29th 2009,+-115577DMMNaaaaaadeeiimnqrrttu
Demian Maia,Chael Sonnen,-270,-357,-244,+210,+195,+235,UFC 95: Sanchez vs Stevenson,Feb 21st 2009,+-223445CDMSaaaaeeehiilmnnnno
Demian Maia,Nate Quarry,-260,-255,-220,+180,+170,+215,UFC 91: Couture vs Lesnar,Nov 15th 2008,+-012225DMNQaaaaaeeiimnrrtuy
Jennifer Maia,Roxanne Modafferi,-130,-150,-127,-110,+110,+128,UFC on ESPN 4: Dos Anjos vs. Edwards,Jul 20th 2019,+-112278JMMRaaaadeeeefffiiinnnnoorrx
Jennifer Maia,Agnieszka Niedzwiedz,+115,+113,+131,-155,-165,-139,Invicta FC 26: Maia vs. Niedzwiedz,Dec 8th 2017,+-111339AJMNaaaddeeeeefgiiiiiknnnrswzzz
Jennifer Maia,Roxanne Modafferi,-230,-260,-195,+170,+163,+180,Invicta FC 19: Maia vs. Modafferi,Sep 23rd 2016,+-011589JMMRaaaadeeeefffiiinnnnoorrx
Jennifer Maia,Vanessa Porto,+135,+105,+145,-175,-175,-145,Invicta FC 16: Hamasaki vs. Brown,Mar 11th 2016,+-114455JMPVaaaaeeefiinnnoorrsst
Jennifer Maia,Leslie Smith,+160,+210,+265,-210,-350,-270,Invicta FC 6: Cyborg vs. Coenen II,Jul 13th 2013,+-022567JLMSaaeeeefhiiiilmnnrst
Jennifer Maia,Zoila Frausto Gurgel,+175,+130,+146,-245,-180,-170,Invicta FC 5: Penne vs. Waterson,Apr 5th 2013,+-011467FGJMZaaaaeeefgiiillnnoorrrstuu
Levan Makashvili,Sean Soriano,-275,-270,-258,+195,+190,+202,CES MMA 38: Makashvili vs. Soriano,Sep 23rd 2016,+-022258LMSSaaaaaeehiiiklnnnoorsvv
Levan Makashvili,Ryan Sanders,-475,-530,-503,+325,+350,+377,CES MMA 36: Andrews vs. Muro,Jun 10th 2016,+-033577LMRSaaaaadeehiiklnnnrssvvy
John Makdessi,Francisco Trinaldo,+160,+119,+150,-200,-185,-139,UFC on ESPN+ 28: Lee vs. Oliveira,Mar 14th 2020,+-011359FJMTaaaccddehiiiklnnnooorrsss
John Makdessi,Jesus Pinedo,-215,-365,-293,+165,+225,+260,UFC on ESPN+ 6: Thompson vs. Pettis,Mar 23rd 2019,+-022369JJMPaddeeehiiknnoossssu
John Makdessi,Ross Pearson,-210,-235,-205,+160,+160,+201,UFC on FOX 30: Alvarez vs. Poirier 2,Jul 28th 2018,+-001225JMPRaadeehiknnooorsssss
John Makdessi,Abel Trujillo,+135,+115,+170,-175,-215,-135,UFC on FOX 26: Lawler vs. Dos Anjos,Dec 16th 2017,+-011357AJMTabdeehiijklllnoorssu
John Makdessi,Lando Vannata,-110,+125,+167,-130,-205,-145,UFC 206: Holloway vs. Pettis,Dec 10th 2016,+-114567JLMVaaaaaddehiknnnnoosst
John Makdessi,Yancy Medeiros,-175,-185,-165,+135,+135,+154,UFC 194: Aldo vs. McGregor,Dec 12th 2015,+-114556JMMYaacddeeehiiknnoorsssy
John Makdessi,Alan Patrick,-190,-182,-125,+150,+105,+140,UFC 169: Barao vs. Faber,Feb 1st 2014,+-011245AJMPaaacdehiikklnnorsst
John Makdessi,Sam Stout,+300,+160,+196,-450,-250,-200,UFC 154: St-Pierre vs. Condit,Nov 17th 2012,+-001269JMSSaadehikmnoossttu
John Makdessi,Anthony Njokuani,+120,+140,+200,-150,-263,-170,UFC 145: Jones vs. Evans,Apr 21st 2012,+-000127AJMNaadehhiijkknnnnooosstuy
John Makdessi,Kyle Watson,-115,-213,-170,-115,+150,+170,UFC 129: St-Pierre vs. Shields,Apr 30th 2011,+-001177JKMWaadeehiklnnoosssty
Islam Makhachev,Davi Ramos,-405,-500,-350,+285,+245,+325,UFC 242: Khabib vs. Poirier,Sep 7th 2019,+-023355DIMRaaaaacehhiklmmossvv
Islam Makhachev,Arman Tsarukyan,-475,-400,-311,+325,+240,+312,UFC on ESPN+ 7: Overeem vs. Oleinik,Apr 20th 2019,+-111233AIMTaaaaaacehhkklmmnnrrssuvy
Islam Makhachev,Gleison Tibau,-270,-305,-207,+190,+167,+255,UFC 220: Miocic vs. Ngannou,Jan 20th 2018,+-022557GIMTaaaabceehhiikllmnossuv
Islam Makhachev,Chris Wade,-120,-135,-125,-120,-105,+118,UFC Fight Night 94: Johnson vs. Poirier,Sep 17th 2016,+-111258CIMWaaaacdeehhhiklmrssv
Islam Makhachev,Adriano Martins,-120,-150,-125,-120,+105,+120,UFC 192: Cormier vs. Gustafsson,Oct 3rd 2015,+-011225AIMMaaaaacdehhiiklmnnorrsstv
Makhmud Muradov,Trevor Smith,-260,-535,-450,+200,+320,+415,UFC on ESPN 7: Overeem vs. Rozenstruik,Dec 7th 2019,+-014455MMSTaaddehhikmmoorrrtuuvv
Makhmud Muradov,David Ramirez,-1200,-714,-503,+600,+350,+400,XFN 11: Back to the O2 Arena,Jun 29th 2018,+-000345DMMRaaaadddehiikmmorruuvvz
Zach Makovsky,Yoni Sherbatov,-230,-275,-263,+170,+195,+207,ACB 72: Makovsky vs. Sherbatov,Oct 14th 2017,+-022367MSYZaaabcehhikknooorstvvy
Zach Makovsky,Dustin Ortiz,-215,-175,-127,+165,+108,+135,UFC 206: Holloway vs. Pettis,Dec 10th 2016,+-112357DMOZaachiikknorssttuvyz
Zach Makovsky,Josh Sampo,-210,-286,-230,+160,+190,+210,UFC 170: Rousey vs. McMann,Feb 22nd 2014,+-001223JMSZaaachhkkmooopssvy
Zach Makovsky,Matt Manzanares,-245,-195,-189,+175,+155,+161,RFA 11: Manzanares vs. Makovsky,Nov 22nd 2013,+-111689MMMZaaaaaacehkknnorssttvyz
Zach Makovsky,Ryan Roberts,-675,-1400,-710,+475,+525,+700,Bellator Fighting Championship 54,Oct 15th 2011,+-000177MRRZaaabcehkknoorsstvyy
Zach Makovsky,Chad Robichaux,-235,-410,-300,+175,+220,+310,Bellator Fighting Championship 41,Apr 16th 2011,+-000133CMRZaaaabccdhhhikkoosuvxy
Zach Makovsky,Ed West,-195,-285,-225,+155,+185,+225,Bellator Fighting Championship 32,Oct 14th 2010,+-222255EMWZaacdehkkosstvy
Zach Makovsky,Bryan Goldsby,-180,-280,-235,+150,+200,+220,Bellator Fighting Championship 30,Sep 23rd 2010,+-022235BGMZaaabcdhkklnoorssvyyy
Zach Makovsky,Nick Mamalis,+130,+105,+127,-160,-145,-135,Bellator Fighting Championships 27,Sep 2nd 2010,+-112357MMNZaaaacchiikkklmossvy
Zach Makovsky,Eric Luke,NaN,NaN,NaN,NaN,NaN,NaN,Bellator Fighting Championships 21,Jun 10th 2010,ELMNNNNZaaaaccehikkkorsuvy
Zach Makovsky,Andre Soares,NaN,NaN,NaN,NaN,NaN,NaN,EliteXC: Primetime,May 31st 2008,AMNNNNSZaaaaacdeehkknoorrssvy
Jeremy May,Murilo Rua,NaN,NaN,NaN,NaN,NaN,NaN,Impact FC 2: The Uprising,Jul 18th 2010,JMMNNNNRaaaaeeilmorruuyy
Jeremy May,Todd Cutler,NaN,NaN,NaN,NaN,NaN,NaN,XCF: Rumble In Race Town,Feb 14th 2009,CJMNNNNTaaaddeeelmorrtuyy
Fabio Maldonado,Jiri Prochazka,NaN,NaN,NaN,NaN,NaN,NaN,Rizin FF 19,Oct 12th 2019,FJMNNNNPaaaaaaabcddhiiiklnoooorrz
Fabio Maldonado,Kurban Omarov,NaN,NaN,NaN,NaN,NaN,NaN,Fight Nights Global 73: Aliev vs. Brandao,Sep 4th 2017,FKMNNNNOaaaaaaabbddilmnnoooorruv
Fabio Maldonado,Quinton Jackson,+235,+130,+155,-315,-185,-164,UFC 186: Johnson vs. Horiguchi,Apr 25th 2015,+-114556FJMQaaaabcddiiklnnnnooooostu
Fabio Maldonado,Hans Stringer,-130,-140,-120,-110,-111,+120,UFC 179: Aldo vs. Mendes II,Oct 25th 2014,+-001122FHMSaaaabddegiilnnnooorrst
Fabio Maldonado,Stipe Miocic,+335,+400,+535,-505,-700,-600,UFC: The Ultimate Fighter Brazil 3 Finale,May 31st 2014,+-003556FMMSaaabccddeiiiilnoooopt
Fabio Maldonado,Gian Villante,+115,+140,+285,-155,-340,-175,UFC Fight Night 38: Shogun vs. Henderson,Mar 23rd 2014,+-125578FGMVaaaaabddeiiilllnnnooot
Fabio Maldonado,Glover Teixeira,+255,+345,+442,-325,-550,-450,UFC 153: Silva vs. Bonnar,Oct 13th 2012,+-024445FGMTaaaabddeeeiiillnoooorrvx
Fabio Maldonado,Igor Pokrajac,-155,-182,-140,+125,+120,+131,UFC on FUEL TV 3: Korean Zombie vs. Poirier,May 15th 2012,+-011134FIMPaaaaabcddgijklnooooorr
Fabio Maldonado,James McSweeney,-210,-286,-199,+170,+179,+205,UFC 120: Bisping vs. Akiyama,Oct 16th 2010,+-012599FJMMSaaaabcddeeeeilmnnoooswy
Fabio Maldonado,Travis Wiuff,NaN,NaN,NaN,NaN,NaN,NaN,Bitetti Combat 5,Dec 12th 2009,FMNNNNTWaaaaaabddffiiilnooorsuv
Fabio Maldonado,Vitor Miranda,NaN,NaN,NaN,NaN,NaN,NaN,Bitetti Combat 4,Sep 12th 2009,FMMNNNNVaaaaaaabdddiiilnnoooorrt
Marvin Maldonado,Blair Tugman,NaN,NaN,NaN,NaN,NaN,NaN,Bellator 134: Newton vs. McGeary,Feb 27th 2015,BMMNNNNTaaaaaaaddgiillmnnnoorruv
Bea Malecki,Duda Santana,+125,-135,-118,-165,-112,+108,UFC on ESPN+ 11: Gustafsson vs. Smith,Jun 1st 2019,+-011188BDMSaaaaaacdeeiklnntu
Nazareno Malegarie,Steven Siler,+140,-130,-107,-180,-115,-105,PFL 8: Playoffs,Oct 5th 2018,--001157MNSSaaaaeeeeeegiillnnorrrtvz
